source_group,recipient_group,source_start,recipient_start,distance,overlap_windows,source_window_count,recipient_window_count,overlap_fraction,class_match,source_class,recipient_class
78,405,81846058,424587785,341692100,19,32493,32565,0.0005847413289016096,1,mixed,mixed
79,405,82895685,424587785,340643265,17,31974,32565,0.0005316819916181898,0,list,mixed
80,405,83944520,424587785,339598254,17,32592,32565,0.0005220328573621987,1,mixed,mixed
81,405,84989531,424587785,338549520,15,32697,32565,0.00046061722708429296,1,mixed,mixed
82,405,86038265,424587785,337500144,17,32616,32565,0.0005220328573621987,1,mixed,mixed
83,405,87087641,424587785,336451185,14,32689,32565,0.0004299094119453401,1,mixed,mixed
84,405,88136600,424587785,335402924,17,32400,32565,0.0005246913580246914,1,mixed,mixed
85,405,89184861,424587785,334352585,16,32681,32565,0.0004913250422232458,1,mixed,mixed
86,405,90235200,424587785,333303667,12,32648,32565,0.00036849378166743435,1,mixed,mixed
87,405,91284118,424587785,332253211,14,32697,32565,0.0004299094119453401,0,template,mixed
88,405,92334574,424587785,331208221,15,32508,32565,0.0004614248800295312,0,template,mixed
89,405,93379564,424587785,330159779,15,32647,32565,0.00046061722708429296,1,mixed,mixed
90,405,94428006,424587785,329112263,18,32607,32565,0.0005527406725011516,1,mixed,mixed
91,405,95475522,424587785,328064480,16,32632,32565,0.0004913250422232458,1,mixed,mixed
92,405,96523305,424587785,327015771,18,32487,32565,0.0005540677809585373,1,mixed,mixed
93,405,97572014,424587785,325968049,18,32586,32565,0.0005527406725011516,1,mixed,mixed
94,405,98619736,424587785,324920654,17,32628,32565,0.0005220328573621987,1,mixed,mixed
95,405,99667131,424587785,323872153,19,32594,32565,0.0005834484876401044,1,mixed,mixed
96,405,100715632,424587785,322825289,23,32542,32565,0.0007067789318419273,1,mixed,mixed
97,405,101762496,424587785,321778202,22,32148,32565,0.0006843349508523081,1,mixed,mixed
98,405,102809583,424587785,320725744,20,32737,32565,0.0006141563027790573,1,mixed,mixed
99,405,103862041,424587785,319677278,20,32403,32565,0.0006172267999876555,0,url,mixed
100,405,104910507,424587785,318624733,16,32800,32565,0.0004913250422232458,0,url,mixed
101,405,105963052,424587785,317581559,14,32505,32565,0.00043070296877403477,0,url,mixed
102,405,107006226,424587785,316533672,18,32685,32565,0.0005527406725011516,0,url,mixed
103,405,108054113,424587785,315478627,14,32869,32565,0.0004299094119453401,0,url,mixed
104,405,109109158,424587785,314429627,13,32632,32565,0.0003992015968063872,1,mixed,mixed
105,405,110158158,424587785,313379703,22,32342,32565,0.0006802300414321934,1,mixed,mixed
106,405,111208082,424587785,312331642,14,32653,32565,0.0004299094119453401,1,mixed,mixed
107,405,112256143,424587785,311284206,25,32625,32565,0.0007676953784738216,0,url,mixed
108,405,113303579,424587785,310232076,16,32761,32565,0.0004913250422232458,0,url,mixed
109,405,114355709,424587785,309189480,16,32481,32565,0.0004925956713155383,0,url,mixed
110,405,115398305,424587785,308141622,16,32668,32565,0.0004913250422232458,0,url,mixed
111,405,116446163,424587785,307097368,18,32507,32565,0.0005537268895930107,0,url,mixed
112,405,117490417,424587785,306049225,23,32683,32565,0.0007062797481959159,0,url,mixed
113,405,118538560,424587785,305007831,20,32430,32565,0.0006167129201356768,0,url,mixed
114,405,119579954,424587785,303959621,20,32671,32565,0.0006141563027790573,0,url,mixed
115,405,120628164,424587785,302911776,30,32113,32565,0.0009342011023573008,0,list,mixed
116,405,121676009,424587785,301863439,20,32605,32565,0.0006141563027790573,1,mixed,mixed
117,405,122724346,424587785,300823593,17,32403,32565,0.0005246427799895072,0,url,mixed
118,405,123764192,424587785,299776192,18,32263,32565,0.0005579146390602238,0,url,mixed
119,405,124811593,424587785,298728123,9,32562,32565,0.0002763957987838585,1,mixed,mixed
120,405,125859662,424587785,297680836,17,32611,32565,0.0005220328573621987,1,mixed,mixed
121,405,126906949,424587785,296631709,11,32476,32565,0.0003387116639980293,1,mixed,mixed
122,405,127956076,424587785,295587248,16,32554,32565,0.000491491061006328,1,mixed,mixed
123,405,129000537,424587785,294544311,9,32536,32565,0.00027661667076469144,1,mixed,mixed
124,405,130043474,424587785,293491746,13,32815,32565,0.0003992015968063872,0,url,mixed
125,405,131096039,424587785,292444396,16,32681,32565,0.0004913250422232458,1,mixed,mixed
126,405,132143389,424587785,291391587,14,32733,32565,0.0004299094119453401,1,mixed,mixed
127,405,133196198,424587785,290343528,16,32647,32565,0.0004913250422232458,1,mixed,mixed
128,405,134244257,424587785,289289726,12,32806,32565,0.00036849378166743435,1,mixed,mixed
129,405,135298059,424587785,288235784,15,32693,32565,0.00046061722708429296,1,mixed,mixed
130,405,136352001,424587785,287185497,13,32755,32565,0.0003992015968063872,0,list,mixed
131,405,137402288,424587785,286138409,10,32672,32565,0.00030707815138952864,0,list,mixed
132,405,138449376,424587785,285098657,11,32401,32565,0.0003394956945773279,0,list,mixed
133,405,139489128,424587785,284048018,11,32792,32565,0.0003377859665284815,1,mixed,mixed
134,405,140539767,424587785,282999784,8,32734,32565,0.0002456625211116229,1,mixed,mixed
135,405,141588001,424587785,281951843,9,32696,32565,0.0002763703362505758,0,list,mixed
136,405,142635942,424587785,280903160,21,32710,32565,0.0006448641179180101,1,mixed,mixed
137,405,143684625,424587785,279843316,18,32953,32565,0.0005527406725011516,0,list,mixed
138,405,144744469,424587785,278795459,14,32686,32565,0.0004299094119453401,0,list,mixed
139,405,145792326,424587785,277745746,16,32711,32565,0.0004913250422232458,0,list,mixed
140,405,146842039,424587785,276700796,13,32353,32565,0.00040181745124099775,0,list,mixed
141,405,147886989,424587785,275653863,17,32668,32565,0.0005220328573621987,1,mixed,mixed
142,405,148933922,424587785,274602735,18,32775,32565,0.0005527406725011516,0,url,mixed
143,405,149985050,424587785,273557834,16,32568,32565,0.0004913250422232458,0,list,mixed
144,405,151029951,424587785,272517218,12,31756,32565,0.0003778813452575891,0,list,mixed
145,405,152070567,424587785,271469076,13,32695,32565,0.0003992015968063872,0,list,mixed
146,405,153118709,424587785,270422135,15,32668,32565,0.00046061722708429296,0,list,mixed
147,405,154165650,424587785,269372969,19,32686,32565,0.0005834484876401044,0,list,mixed
148,405,155214816,424587785,268324391,20,32695,32565,0.0006141563027790573,0,list,mixed
149,405,156263394,424587785,267273742,23,32737,32565,0.0007062797481959159,0,list,mixed
150,405,157314043,424587785,266227344,28,32567,32565,0.0008598188238906802,0,list,mixed
151,405,158360441,424587785,265178798,17,32470,32565,0.0005235602094240838,0,list,mixed
152,405,159408987,424587785,264130595,15,32653,32565,0.00046061722708429296,0,list,mixed
153,405,160457190,424587785,263081152,21,32690,32565,0.0006448641179180101,0,list,mixed
154,405,161506633,424587785,262033879,18,32621,32565,0.0005527406725011516,0,list,mixed
155,405,162553906,424587785,260986601,20,32424,32565,0.000616827041697508,0,list,mixed
156,405,163601184,424587785,259941792,21,32267,32565,0.0006508197229367466,0,list,mixed
157,405,164645993,424587785,258895428,14,32579,32565,0.0004299094119453401,0,list,mixed
158,405,165692357,424587785,257846774,19,32680,32565,0.0005834484876401044,0,list,mixed
159,405,166741011,424587785,256795135,17,32670,32565,0.0005220328573621987,0,list,mixed
160,405,167792650,424587785,255748948,10,32548,32565,0.0003072385400024579,0,list,mixed
161,405,168838837,424587785,254705073,16,32549,32565,0.0004915665611846754,0,list,mixed
162,405,169882712,424587785,253656998,15,32680,32565,0.00046061722708429296,0,list,mixed
163,405,170930787,424587785,252612139,22,32582,32565,0.000675571933056963,0,list,mixed
164,405,171975646,424587785,251562609,20,32484,32565,0.0006156877231867997,1,mixed,mixed
165,405,173025176,424587785,250513961,15,32696,32565,0.00046061722708429296,0,list,mixed
166,405,174073824,424587785,249476489,21,32339,32565,0.0006493707288413371,0,list,mixed
167,405,175111296,424587785,248423837,16,32823,32565,0.0004913250422232458,0,list,mixed
168,405,176163948,424587785,247393113,18,32146,32565,0.0005599452497977975,1,mixed,mixed
169,405,177194672,424587785,246344035,13,32706,32565,0.0003992015968063872,0,list,mixed
170,405,178243750,424587785,245291857,20,32802,32565,0.0006141563027790573,0,list,mixed
171,405,179295928,424587785,244244533,18,32490,32565,0.000554016620498615,0,list,mixed
172,405,180343252,424587785,243201712,22,32510,32565,0.0006767148569670871,0,list,mixed
173,405,181386073,424587785,242149475,18,32811,32565,0.0005527406725011516,0,list,mixed
174,405,182438310,424587785,241101055,26,32385,32565,0.0008028408213679172,0,list,mixed
175,405,183486730,424587785,240054996,15,32567,32565,0.00046061722708429296,0,list,mixed
176,405,184532789,424587785,239012449,15,32513,32565,0.00046135391997047335,0,list,mixed
177,405,185575336,424587785,237966686,20,32607,32565,0.0006141563027790573,0,list,mixed
178,405,186621099,424587785,236917459,14,32642,32565,0.0004299094119453401,1,mixed,mixed
179,405,187670326,424587785,235877755,19,31688,32565,0.0005995960616006059,0,list,mixed
180,405,188710030,424587785,234829405,17,32553,32565,0.0005222252941357172,1,mixed,mixed
181,405,189758380,424587785,233780971,20,32642,32565,0.0006141563027790573,0,url,mixed
182,405,190806814,424587785,232735085,21,32578,32565,0.0006448641179180101,1,mixed,mixed
183,405,191852700,424587785,231687684,17,32298,32565,0.0005263483807046876,1,mixed,mixed
184,405,192900101,424587785,230640051,20,32611,32565,0.0006141563027790573,0,list,mixed
185,405,193947734,424587785,229588239,20,32804,32565,0.0006141563027790573,0,list,mixed
186,405,194999546,424587785,228537290,12,31938,32565,0.00037572797294758596,0,list,mixed
187,405,196050495,424587785,227492053,15,32561,32565,0.0004606738122293541,0,list,mixed
188,405,197095732,424587785,226439938,21,32767,32565,0.0006448641179180101,1,mixed,mixed
189,405,198147847,424587785,225390566,15,32749,32565,0.00046061722708429296,0,url,mixed
190,405,199197219,424587785,224342172,15,32699,32565,0.00046061722708429296,1,mixed,mixed
191,405,200245613,424587785,223293933,17,32575,32565,0.0005220328573621987,0,url,mixed
192,405,201293852,424587785,222246446,13,32692,32565,0.0003992015968063872,0,url,mixed
193,405,202341339,424587785,221198096,16,32687,32565,0.0004913250422232458,1,mixed,mixed
194,405,203389689,424587785,220149120,15,32708,32565,0.00046061722708429296,1,mixed,mixed
195,405,204438665,424587785,219100992,15,32683,32565,0.00046061722708429296,1,mixed,mixed
196,405,205486793,424587785,218059630,15,32498,32565,0.00046156686565327097,1,mixed,mixed
197,405,206528155,424587785,217009908,15,32719,32565,0.00046061722708429296,1,mixed,mixed
198,405,207577877,424587785,215961999,22,32681,32565,0.000675571933056963,1,mixed,mixed
199,405,208625786,424587785,214912059,20,32653,32565,0.0006141563027790573,1,mixed,mixed
200,405,209675726,424587785,213864773,19,32628,32565,0.0005834484876401044,1,mixed,mixed
201,405,210723012,424587785,212813461,16,32714,32565,0.0004913250422232458,0,list,mixed
202,405,211774324,424587785,211763972,17,32677,32565,0.0005220328573621987,1,mixed,mixed
203,405,212823813,424587785,210716078,14,32695,32565,0.0004299094119453401,1,mixed,mixed
204,405,213871707,424587785,209667783,19,32669,32565,0.0005834484876401044,0,url,mixed
205,405,214920002,424587785,208616820,13,32774,32565,0.0003992015968063872,1,mixed,mixed
206,405,215970965,424587785,207571914,20,32444,32565,0.0006164468006411047,0,url,mixed
207,405,217015871,424587785,206524487,17,32659,32565,0.0005220328573621987,0,url,mixed
208,405,218063298,424587785,205477228,22,32632,32565,0.000675571933056963,1,mixed,mixed
209,405,219110557,424587785,204431171,21,32600,32565,0.0006448641179180101,0,url,mixed
210,405,220156614,424587785,203386492,14,32608,32565,0.0004299094119453401,0,list,mixed
211,405,221201293,424587785,202338493,20,32605,32565,0.0006141563027790573,0,url,mixed
212,405,222249292,424587785,201290283,17,32664,32565,0.0005220328573621987,1,mixed,mixed
213,405,223297502,424587785,200241598,21,32702,32565,0.0006448641179180101,1,mixed,mixed
214,405,224346187,424587785,199194484,18,32623,32565,0.0005527406725011516,1,mixed,mixed
215,405,225393301,424587785,198145766,19,32697,32565,0.0005834484876401044,1,mixed,mixed
216,405,226442019,424587785,197099366,16,32597,32565,0.0004913250422232458,1,mixed,mixed
217,405,227488419,424587785,196053129,17,32514,32565,0.0005228516946546103,0,prose,mixed
218,405,228534656,424587785,195003327,16,32673,32565,0.0004913250422232458,0,prose,mixed
219,405,229584458,424587785,193960109,21,32499,32565,0.000646173728422413,1,mixed,mixed
220,405,230627676,424587785,192914090,17,32632,32565,0.0005220328573621987,1,mixed,mixed
221,405,231673695,424587785,191867016,12,32369,32565,0.000370725076462047,1,mixed,mixed
222,405,232720769,424587785,190819705,13,32652,32565,0.0003992015968063872,1,mixed,mixed
223,405,233768080,424587785,189767813,12,32781,32565,0.00036849378166743435,0,url,mixed
224,405,234819972,424587785,188719971,17,32660,32565,0.0005220328573621987,1,mixed,mixed
225,405,235867814,424587785,187669221,13,32780,32565,0.0003992015968063872,1,mixed,mixed
226,405,236918564,424587785,186626072,18,32549,32565,0.0005530123813327598,1,mixed,mixed
227,405,237961713,424587785,185579439,16,32655,32565,0.0004913250422232458,0,url,mixed
228,405,239008346,424587785,184523032,11,32947,32565,0.0003377859665284815,0,url,mixed
229,405,240064753,424587785,183471248,13,32769,32565,0.0003992015968063872,0,url,mixed
230,405,241116537,424587785,182415390,14,32850,32565,0.0004299094119453401,1,mixed,mixed
231,405,242172395,424587785,181364811,8,32756,32565,0.0002456625211116229,0,url,mixed
232,405,243222974,424587785,180313711,11,32782,32565,0.0003377859665284815,1,mixed,mixed
233,405,244274074,424587785,179261161,15,32855,32565,0.00046061722708429296,1,mixed,mixed
234,405,245326624,424587785,178212058,18,32735,32565,0.0005527406725011516,1,mixed,mixed
235,405,246375727,424587785,177157302,11,32910,32565,0.0003377859665284815,0,url,mixed
236,405,247430483,424587785,176108758,16,32577,32565,0.0004913250422232458,1,mixed,mixed
237,405,248479027,424587785,175062176,16,32177,32565,0.0004972495882151847,1,mixed,mixed
238,405,249525609,424587785,174014045,13,32680,32565,0.0003992015968063872,1,mixed,mixed
239,405,250573740,424587785,172966419,10,32690,32565,0.00030707815138952864,0,url,mixed
240,405,251621366,424587785,171916475,12,32715,32565,0.00036849378166743435,1,mixed,mixed
241,405,252671310,424587785,170869570,17,32581,32565,0.0005220328573621987,1,mixed,mixed
242,405,253718215,424587785,169815834,20,32814,32565,0.0006141563027790573,1,mixed,mixed
243,405,254771951,424587785,168770906,22,32569,32565,0.000675571933056963,1,mixed,mixed
244,405,255816879,424587785,167723865,21,32372,32565,0.0006487087606573582,1,mixed,mixed
245,405,256863920,424587785,166674994,22,32176,32565,0.0006837394331178519,1,mixed,mixed
246,405,257912791,424587785,165627157,21,32235,32565,0.0006514657980456026,1,mixed,mixed
247,405,258960628,424587785,164578324,18,32654,32565,0.0005527406725011516,1,mixed,mixed
248,405,260009461,424587785,163528764,15,32584,32565,0.00046061722708429296,1,mixed,mixed
249,405,261059021,424587785,162472809,11,32860,32565,0.0003377859665284815,1,mixed,mixed
250,405,262114976,424587785,161412585,11,32773,32565,0.0003377859665284815,0,list,mixed
251,405,263175200,424587785,160361985,21,32755,32565,0.0006448641179180101,1,mixed,mixed
252,405,264225800,424587785,159312143,14,32715,32565,0.0004299094119453401,0,url,mixed
253,405,265275642,424587785,158268903,16,32509,32565,0.0004921713986895936,0,url,mixed
254,405,266318882,424587785,157219164,15,32642,32565,0.00046061722708429296,1,mixed,mixed
255,405,267368621,424587785,156173111,14,32630,32565,0.0004299094119453401,1,mixed,mixed
256,405,268414674,424587785,155123006,19,32753,32565,0.0005834484876401044,1,mixed,mixed
257,405,269464779,424587785,154074841,17,32663,32565,0.0005220328573621987,1,mixed,mixed
258,405,270512944,424587785,153024134,18,32732,32565,0.0005527406725011516,1,mixed,mixed
259,405,271563651,424587785,151975289,18,32625,32565,0.0005527406725011516,0,list,mixed
260,405,272612496,424587785,150925034,14,32694,32565,0.0004299094119453401,0,list,mixed
261,405,273662751,424587785,149877703,14,32606,32565,0.0004299094119453401,1,mixed,mixed
262,405,274710082,424587785,148829612,14,32516,32565,0.00043055726411612744,1,mixed,mixed
263,405,275758173,424587785,147784665,14,32447,32565,0.00043147286343883873,1,mixed,mixed
264,405,276803120,424587785,146733394,16,32789,32565,0.0004913250422232458,0,url,mixed
265,405,277854391,424587785,145687247,11,32607,32565,0.0003377859665284815,0,list,mixed
266,405,278900538,424587785,144637093,8,32488,32565,0.0002462447672986949,0,list,mixed
267,405,279950692,424587785,143582721,9,32725,32565,0.0002763703362505758,0,list,mixed
